# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/binf-isilon/vintherlab/jvinther/scratch/data/sequences/RNAs_100.saf" "-o" "/binf-isilon/vintherlab/jvinther/scratch/featureCount_counts.txt" "-F" "SAF" "02.sam" "03.sam" "05.sam" "06.sam" "08.sam" "09.sam" "11.sam" "12.sam" "14.sam" "15.sam" 
Geneid	Chr	Start	End	Strand	Length	02.sam	03.sam	05.sam	06.sam	08.sam	09.sam	11.sam	12.sam	14.sam	15.sam
Homo_sapiens_tRNA-Lys-CTT-chr15-5	Homo_sapiens_tRNA-Lys-CTT-chr15-5	1	63	+	63	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-CTT-chr16-1	Homo_sapiens_tRNA-Lys-CTT-chr16-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-CTT-chr7-30	Homo_sapiens_tRNA-Lys-CTT-chr7-30	1	68	+	68	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-1-1	Homo_sapiens_tRNA-Lys-TTT-1-1	1	76	+	76	3	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-10-1	Homo_sapiens_tRNA-Lys-TTT-10-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-11-1	Homo_sapiens_tRNA-Lys-TTT-11-1	1	76	+	76	0	0	0	0	0	2	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-12-1	Homo_sapiens_tRNA-Lys-TTT-12-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-13-1	Homo_sapiens_tRNA-Lys-TTT-13-1	1	77	+	77	0	1	0	0	2	5	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-14-1	Homo_sapiens_tRNA-Lys-TTT-14-1	1	65	+	65	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-15-1	Homo_sapiens_tRNA-Lys-TTT-15-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-2-1	Homo_sapiens_tRNA-Lys-TTT-2-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-3_5	Homo_sapiens_tRNA-Lys-TTT-3_5	1	76	+	76	117	62	138	173	167	630	181	214	130	112
Homo_sapiens_tRNA-Lys-TTT-4-1	Homo_sapiens_tRNA-Lys-TTT-4-1	1	76	+	76	5	5	4	8	8	7	6	3	5	2
Homo_sapiens_tRNA-Lys-TTT-5-1	Homo_sapiens_tRNA-Lys-TTT-5-1	1	76	+	76	1	0	0	1	0	2	0	2	0	0
Homo_sapiens_tRNA-Lys-TTT-6-1	Homo_sapiens_tRNA-Lys-TTT-6-1	1	76	+	76	2	3	1	6	0	6	4	3	0	1
Homo_sapiens_tRNA-Lys-TTT-7-1	Homo_sapiens_tRNA-Lys-TTT-7-1	1	76	+	76	2	2	1	2	2	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-8-1	Homo_sapiens_tRNA-Lys-TTT-8-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-9-1	Homo_sapiens_tRNA-Lys-TTT-9-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Lys-TTT-chr3-2	Homo_sapiens_tRNA-Lys-TTT-chr3-2	1	79	+	79	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Met-CAT-1-1	Homo_sapiens_tRNA-Met-CAT-1-1	1	76	+	76	6	1	1	0	1	1	5	0	0	1
Homo_sapiens_tRNA-Met-CAT-2-1	Homo_sapiens_tRNA-Met-CAT-2-1	1	76	+	76	10	9	15	7	7	23	7	13	6	4
Homo_sapiens_tRNA-Met-CAT-3_2	Homo_sapiens_tRNA-Met-CAT-3_2	1	76	+	76	0	1	6	4	3	4	9	7	2	2
Homo_sapiens_tRNA-Met-CAT-4_3	Homo_sapiens_tRNA-Met-CAT-4_3	1	76	+	76	2	0	3	2	8	7	10	5	5	5
Homo_sapiens_tRNA-Met-CAT-5-1	Homo_sapiens_tRNA-Met-CAT-5-1	1	76	+	76	0	1	1	1	1	1	0	6	2	0
Homo_sapiens_tRNA-Met-CAT-6-1	Homo_sapiens_tRNA-Met-CAT-6-1	1	76	+	76	1	1	0	1	0	0	1	0	4	1
Homo_sapiens_tRNA-Met-CAT-7-1	Homo_sapiens_tRNA-Met-CAT-7-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Phe-GAA-1_6	Homo_sapiens_tRNA-Phe-GAA-1_6	1	76	+	76	24	11	26	29	34	36	17	35	26	17
Homo_sapiens_tRNA-Phe-GAA-10-1	Homo_sapiens_tRNA-Phe-GAA-10-1	1	65	+	65	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Phe-GAA-11-1	Homo_sapiens_tRNA-Phe-GAA-11-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Phe-GAA-2-1	Homo_sapiens_tRNA-Phe-GAA-2-1	1	76	+	76	8	8	41	31	18	31	17	25	17	17
Homo_sapiens_tRNA-Phe-GAA-3-1	Homo_sapiens_tRNA-Phe-GAA-3-1	1	76	+	76	2	1	7	6	1	11	3	6	2	1
Homo_sapiens_tRNA-Phe-GAA-4-1	Homo_sapiens_tRNA-Phe-GAA-4-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Phe-GAA-5-1	Homo_sapiens_tRNA-Phe-GAA-5-1	1	73	+	73	0	0	2	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Phe-GAA-6-1	Homo_sapiens_tRNA-Phe-GAA-6-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Phe-GAA-7-1	Homo_sapiens_tRNA-Phe-GAA-7-1	1	79	+	79	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Phe-GAA-8-1	Homo_sapiens_tRNA-Phe-GAA-8-1	1	73	+	73	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Pro-AGG-1-1	Homo_sapiens_tRNA-Pro-AGG-1-1	1	75	+	75	0	0	0	0	1	0	1	0	0	0
Homo_sapiens_tRNA-Pro-AGG-2_8	Homo_sapiens_tRNA-Pro-AGG-2_8	1	75	+	75	57	44	94	117	101	163	84	83	41	55
Homo_sapiens_tRNA-Pro-AGG-3-1	Homo_sapiens_tRNA-Pro-AGG-3-1	1	82	+	82	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Pro-CGG-1_3	Homo_sapiens_tRNA-Pro-CGG-1_3	1	75	+	75	16	4	13	19	17	23	10	16	5	17
Homo_sapiens_tRNA-Pro-CGG-2-1	Homo_sapiens_tRNA-Pro-CGG-2-1	1	75	+	75	1	1	2	1	0	0	2	3	1	0
Homo_sapiens_tRNA-Pro-GGG-1-1	Homo_sapiens_tRNA-Pro-GGG-1-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Pro-TGG-1-1	Homo_sapiens_tRNA-Pro-TGG-1-1	1	75	+	75	1	0	6	1	3	10	2	0	0	7
Homo_sapiens_tRNA-Pro-TGG-2-1	Homo_sapiens_tRNA-Pro-TGG-2-1	1	75	+	75	1	0	2	0	2	6	0	3	2	2
Homo_sapiens_tRNA-Pro-TGG-3_5	Homo_sapiens_tRNA-Pro-TGG-3_5	1	75	+	75	4	3	10	8	9	18	14	15	5	4
Homo_sapiens_tRNA-SeC-TCA-1-1	Homo_sapiens_tRNA-SeC-TCA-1-1	1	89	+	89	304	126	286	235	374	617	446	441	228	253
Homo_sapiens_tRNA-SeC-TCA-2-1	Homo_sapiens_tRNA-SeC-TCA-2-1	1	89	+	89	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-SeC-TCA-3-1	Homo_sapiens_tRNA-SeC-TCA-3-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Ser-ACT-1-1	Homo_sapiens_tRNA-Ser-ACT-1-1	1	77	+	77	36	15	47	65	36	60	48	56	27	27
Homo_sapiens_tRNA-Ser-AGA-1-1	Homo_sapiens_tRNA-Ser-AGA-1-1	1	85	+	85	1	3	5	2	0	7	1	9	3	3
Homo_sapiens_tRNA-Ser-AGA-2_6	Homo_sapiens_tRNA-Ser-AGA-2_6	1	85	+	85	15	8	11	19	11	14	9	22	10	6
Homo_sapiens_tRNA-Ser-AGA-3-1	Homo_sapiens_tRNA-Ser-AGA-3-1	1	85	+	85	0	0	0	0	0	2	0	0	1	1
Homo_sapiens_tRNA-Ser-AGA-4-1	Homo_sapiens_tRNA-Ser-AGA-4-1	1	85	+	85	6	2	3	9	2	4	3	0	0	0
Homo_sapiens_tRNA-Ser-AGA-5-1	Homo_sapiens_tRNA-Ser-AGA-5-1	1	75	+	75	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Ser-AGA-6-1	Homo_sapiens_tRNA-Ser-AGA-6-1	1	81	+	81	0	0	0	0	2	0	0	0	0	0
Homo_sapiens_tRNA-Ser-AGA-chr11-8	Homo_sapiens_tRNA-Ser-AGA-chr11-8	1	73	+	73	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Ser-CGA-1-1	Homo_sapiens_tRNA-Ser-CGA-1-1	1	85	+	85	2	1	1	0	5	10	0	3	0	1
Homo_sapiens_tRNA-Ser-CGA-2-1	Homo_sapiens_tRNA-Ser-CGA-2-1	1	85	+	85	1	0	1	0	1	1	3	1	0	0
Homo_sapiens_tRNA-Ser-CGA-3-1	Homo_sapiens_tRNA-Ser-CGA-3-1	1	85	+	85	9	2	8	10	1	20	15	10	2	0
Homo_sapiens_tRNA-Ser-CGA-4-1	Homo_sapiens_tRNA-Ser-CGA-4-1	1	85	+	85	109	47	251	219	199	454	245	233	70	140
Homo_sapiens_tRNA-Ser-GCT-1-1	Homo_sapiens_tRNA-Ser-GCT-1-1	1	85	+	85	42	22	58	67	26	71	25	77	20	40
Homo_sapiens_tRNA-Ser-GCT-2-1	Homo_sapiens_tRNA-Ser-GCT-2-1	1	85	+	85	18	11	30	29	36	53	23	42	16	10
Homo_sapiens_tRNA-Ser-GCT-3-1	Homo_sapiens_tRNA-Ser-GCT-3-1	1	85	+	85	84	44	192	216	126	289	113	173	63	93
Homo_sapiens_tRNA-Ser-GCT-4_3	Homo_sapiens_tRNA-Ser-GCT-4_3	1	85	+	85	22	21	48	50	25	57	22	41	16	26
Homo_sapiens_tRNA-Ser-GCT-5-1	Homo_sapiens_tRNA-Ser-GCT-5-1	1	85	+	85	1	3	0	0	0	1	2	3	0	4
Homo_sapiens_tRNA-Ser-GCT-6-1	Homo_sapiens_tRNA-Ser-GCT-6-1	1	81	+	81	0	1	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Ser-TGA-1-1	Homo_sapiens_tRNA-Ser-TGA-1-1	1	85	+	85	7	7	35	19	21	39	20	19	13	20
Homo_sapiens_tRNA-Ser-TGA-2-1	Homo_sapiens_tRNA-Ser-TGA-2-1	1	85	+	85	14	7	11	12	17	58	19	22	4	9
Homo_sapiens_tRNA-Ser-TGA-3-1	Homo_sapiens_tRNA-Ser-TGA-3-1	1	85	+	85	5	4	1	0	0	3	1	5	0	0
Homo_sapiens_tRNA-Ser-TGA-4-1	Homo_sapiens_tRNA-Ser-TGA-4-1	1	85	+	85	9	4	13	7	9	39	24	29	8	10
Homo_sapiens_tRNA-Thr-AGT-1_3	Homo_sapiens_tRNA-Thr-AGT-1_3	1	77	+	77	0	0	6	1	3	1	0	0	1	1
Homo_sapiens_tRNA-Thr-AGT-2_2	Homo_sapiens_tRNA-Thr-AGT-2_2	1	77	+	77	0	0	0	0	1	3	0	0	2	0
Homo_sapiens_tRNA-Thr-AGT-3-1	Homo_sapiens_tRNA-Thr-AGT-3-1	1	77	+	77	6	1	4	7	6	12	5	12	8	5
Homo_sapiens_tRNA-Thr-AGT-4-1	Homo_sapiens_tRNA-Thr-AGT-4-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Thr-AGT-5-1	Homo_sapiens_tRNA-Thr-AGT-5-1	1	77	+	77	0	0	2	1	0	0	3	0	2	1
Homo_sapiens_tRNA-Thr-AGT-6-1	Homo_sapiens_tRNA-Thr-AGT-6-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Thr-AGT-7-1	Homo_sapiens_tRNA-Thr-AGT-7-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Thr-CGT-1-1	Homo_sapiens_tRNA-Thr-CGT-1-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Thr-CGT-2-1	Homo_sapiens_tRNA-Thr-CGT-2-1	1	75	+	75	0	0	2	0	7	0	4	0	2	0
Homo_sapiens_tRNA-Thr-CGT-3-1	Homo_sapiens_tRNA-Thr-CGT-3-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Thr-CGT-4-1	Homo_sapiens_tRNA-Thr-CGT-4-1	1	75	+	75	0	0	0	2	1	4	2	0	0	0
Homo_sapiens_tRNA-Thr-CGT-5-1	Homo_sapiens_tRNA-Thr-CGT-5-1	1	77	+	77	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Thr-CGT-6-1	Homo_sapiens_tRNA-Thr-CGT-6-1	1	75	+	75	2	0	2	4	1	7	5	2	3	5
Homo_sapiens_tRNA-Thr-CGT-chr1-118	Homo_sapiens_tRNA-Thr-CGT-chr1-118	1	63	+	63	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Thr-TGT-1-1	Homo_sapiens_tRNA-Thr-TGT-1-1	1	77	+	77	0	0	0	0	1	0	1	1	0	0
Homo_sapiens_tRNA-Thr-TGT-2-1	Homo_sapiens_tRNA-Thr-TGT-2-1	1	76	+	76	0	0	0	1	2	4	1	0	0	3
Homo_sapiens_tRNA-Thr-TGT-3-1	Homo_sapiens_tRNA-Thr-TGT-3-1	1	76	+	76	1	0	1	1	1	10	0	0	0	4
Homo_sapiens_tRNA-Thr-TGT-4-1	Homo_sapiens_tRNA-Thr-TGT-4-1	1	76	+	76	3	4	8	10	2	35	6	2	7	10
Homo_sapiens_tRNA-Thr-TGT-5-1	Homo_sapiens_tRNA-Thr-TGT-5-1	1	76	+	76	0	0	0	0	0	4	0	3	0	0
Homo_sapiens_tRNA-Thr-TGT-6-1	Homo_sapiens_tRNA-Thr-TGT-6-1	1	75	+	75	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Trp-CCA-1-1	Homo_sapiens_tRNA-Trp-CCA-1-1	1	75	+	75	1	0	3	3	5	7	2	3	1	1
Homo_sapiens_tRNA-Trp-CCA-2-1	Homo_sapiens_tRNA-Trp-CCA-2-1	1	75	+	75	10	12	18	18	16	37	11	18	11	10
Homo_sapiens_tRNA-Trp-CCA-3_3	Homo_sapiens_tRNA-Trp-CCA-3_3	1	75	+	75	0	1	3	0	1	4	8	4	0	2
Homo_sapiens_tRNA-Trp-CCA-4-1	Homo_sapiens_tRNA-Trp-CCA-4-1	1	75	+	75	0	0	1	0	0	0	3	0	0	0
Homo_sapiens_tRNA-Trp-CCA-5-1	Homo_sapiens_tRNA-Trp-CCA-5-1	1	75	+	75	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Trp-CCA-chr7-31	Homo_sapiens_tRNA-Trp-CCA-chr7-31	1	75	+	75	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-ATA-1-1	Homo_sapiens_tRNA-Tyr-ATA-1-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-ATA-chr1-11	Homo_sapiens_tRNA-Tyr-ATA-chr1-11	1	67	+	67	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-ATA-chr1-52	Homo_sapiens_tRNA-Tyr-ATA-chr1-52	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-ATA-chr11-9	Homo_sapiens_tRNA-Tyr-ATA-chr11-9	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-ATA-chr9-2	Homo_sapiens_tRNA-Tyr-ATA-chr9-2	1	67	+	67	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-1-1	Homo_sapiens_tRNA-Tyr-GTA-1-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-10-1	Homo_sapiens_tRNA-Tyr-GTA-10-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-11-1	Homo_sapiens_tRNA-Tyr-GTA-11-1	1	64	+	64	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-12-1	Homo_sapiens_tRNA-Tyr-GTA-12-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-2-1	Homo_sapiens_tRNA-Tyr-GTA-2-1	1	76	+	76	0	0	0	2	0	0	1	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-3-1	Homo_sapiens_tRNA-Tyr-GTA-3-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-4-1	Homo_sapiens_tRNA-Tyr-GTA-4-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-5_5	Homo_sapiens_tRNA-Tyr-GTA-5_5	1	76	+	76	6	6	12	15	7	11	9	24	2	1
Homo_sapiens_tRNA-Tyr-GTA-6-1	Homo_sapiens_tRNA-Tyr-GTA-6-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-7-1	Homo_sapiens_tRNA-Tyr-GTA-7-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-8-1	Homo_sapiens_tRNA-Tyr-GTA-8-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-9-1	Homo_sapiens_tRNA-Tyr-GTA-9-1	1	75	+	75	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-chr1-127	Homo_sapiens_tRNA-Tyr-GTA-chr1-127	1	69	+	69	56	31	138	104	62	143	69	125	50	50
Homo_sapiens_tRNA-Tyr-GTA-chr10-3	Homo_sapiens_tRNA-Tyr-GTA-chr10-3	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-chr14-8	Homo_sapiens_tRNA-Tyr-GTA-chr14-8	1	69	+	69	0	1	2	7	4	3	1	8	1	1
Homo_sapiens_tRNA-Tyr-GTA-chr2-12	Homo_sapiens_tRNA-Tyr-GTA-chr2-12	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-chr21-2	Homo_sapiens_tRNA-Tyr-GTA-chr21-2	1	69	+	69	74	25	100	105	52	150	64	116	53	60
Homo_sapiens_tRNA-Tyr-GTA-chr7-1	Homo_sapiens_tRNA-Tyr-GTA-chr7-1	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-chr7-2	Homo_sapiens_tRNA-Tyr-GTA-chr7-2	1	70	+	70	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-chr7-6	Homo_sapiens_tRNA-Tyr-GTA-chr7-6	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-chr8-7	Homo_sapiens_tRNA-Tyr-GTA-chr8-7	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-chr9-10	Homo_sapiens_tRNA-Tyr-GTA-chr9-10	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Tyr-GTA-chr9-4	Homo_sapiens_tRNA-Tyr-GTA-chr9-4	1	69	+	69	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Val-AAC-1-1_5	Homo_sapiens_tRNA-Val-AAC-1-1_5	1	76	+	76	29	17	46	62	52	54	82	85	24	16
Homo_sapiens_tRNA-Val-AAC-2-1	Homo_sapiens_tRNA-Val-AAC-2-1	1	76	+	76	56	25	112	86	96	135	142	165	56	74
Homo_sapiens_tRNA-Val-AAC-3-1	Homo_sapiens_tRNA-Val-AAC-3-1	1	76	+	76	23	8	56	27	37	64	54	84	14	22
Homo_sapiens_tRNA-Val-AAC-4-1	Homo_sapiens_tRNA-Val-AAC-4-1	1	76	+	76	8	1	22	4	9	15	14	12	1	5
Homo_sapiens_tRNA-Val-AAC-5-1	Homo_sapiens_tRNA-Val-AAC-5-1	1	76	+	76	0	0	0	0	0	0	0	0	0	1
Homo_sapiens_tRNA-Val-AAC-6-1	Homo_sapiens_tRNA-Val-AAC-6-1	1	75	+	75	0	0	0	2	0	2	0	0	0	0
Homo_sapiens_tRNA-Val-AAC-7-1	Homo_sapiens_tRNA-Val-AAC-7-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Val-AAC-chr6-84	Homo_sapiens_tRNA-Val-AAC-chr6-84	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Val-CAC-1-1_6	Homo_sapiens_tRNA-Val-CAC-1-1_6	1	76	+	76	85	54	199	194	172	224	311	265	88	76
Homo_sapiens_tRNA-Val-CAC-10-1	Homo_sapiens_tRNA-Val-CAC-10-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Val-CAC-11_2	Homo_sapiens_tRNA-Val-CAC-11_2	1	76	+	76	6	8	27	18	16	17	6	5	7	13
Homo_sapiens_tRNA-Val-CAC-2-1	Homo_sapiens_tRNA-Val-CAC-2-1	1	76	+	76	6	14	16	25	16	40	47	53	9	18
Homo_sapiens_tRNA-Val-CAC-3-1	Homo_sapiens_tRNA-Val-CAC-3-1	1	76	+	76	90	41	223	149	123	203	162	263	79	91
Homo_sapiens_tRNA-Val-CAC-4-1	Homo_sapiens_tRNA-Val-CAC-4-1	1	76	+	76	268	110	414	395	376	592	488	505	224	229
Homo_sapiens_tRNA-Val-CAC-5-1	Homo_sapiens_tRNA-Val-CAC-5-1	1	77	+	77	17	9	45	22	37	44	31	54	18	16
Homo_sapiens_tRNA-Val-CAC-6-1	Homo_sapiens_tRNA-Val-CAC-6-1	1	76	+	76	4	3	10	11	11	15	22	12	2	7
Homo_sapiens_tRNA-Val-CAC-7-1	Homo_sapiens_tRNA-Val-CAC-7-1	1	76	+	76	0	0	0	0	0	1	0	0	0	0
Homo_sapiens_tRNA-Val-CAC-8-1	Homo_sapiens_tRNA-Val-CAC-8-1	1	74	+	74	139	67	197	290	203	362	129	191	110	121
Homo_sapiens_tRNA-Val-CAC-9-1	Homo_sapiens_tRNA-Val-CAC-9-1	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Val-TAC-1_2	Homo_sapiens_tRNA-Val-TAC-1_2	1	76	+	76	59	29	83	93	56	113	93	87	41	37
Homo_sapiens_tRNA-Val-TAC-2-1	Homo_sapiens_tRNA-Val-TAC-2-1	1	76	+	76	11	9	31	22	33	44	37	39	11	16
Homo_sapiens_tRNA-Val-TAC-3-1	Homo_sapiens_tRNA-Val-TAC-3-1	1	76	+	76	7	8	23	18	13	16	21	22	5	6
Homo_sapiens_tRNA-Val-TAC-4-1	Homo_sapiens_tRNA-Val-TAC-4-1	1	76	+	76	1	5	3	2	2	0	0	4	0	3
Homo_sapiens_tRNA-Val-TAC-chr17-24	Homo_sapiens_tRNA-Val-TAC-chr17-24	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-Val-TAC-chr2-6	Homo_sapiens_tRNA-Val-TAC-chr2-6	1	76	+	76	0	0	0	0	0	0	0	0	0	0
Homo_sapiens_tRNA-iMet-CAT-1_8	Homo_sapiens_tRNA-iMet-CAT-1_8	1	75	+	75	9	5	12	15	12	29	13	21	4	14
Homo_sapiens_tRNA-iMet-CAT-2-1	Homo_sapiens_tRNA-iMet-CAT-2-1	1	75	+	75	0	1	5	3	1	7	5	0	0	3
Homo_sapiens_tRNA-iMet-CAT-3-1	Homo_sapiens_tRNA-iMet-CAT-3-1	1	78	+	78	0	0	0	0	0	0	0	0	0	0
ERCC-00002	ERCC-00002	1	100	+	100	1	0	4	7	2	10	1	8	4	4
ERCC-00003	ERCC-00003	1	100	+	100	0	0	1	0	0	4	0	0	0	1
ERCC-00004	ERCC-00004	1	100	+	100	1	0	0	0	0	1	2	0	0	0
ERCC-00009	ERCC-00009	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00012	ERCC-00012	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00013	ERCC-00013	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00014	ERCC-00014	1	100	+	100	0	0	0	0	0	3	0	0	0	0
ERCC-00016	ERCC-00016	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00017	ERCC-00017	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00019	ERCC-00019	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00022	ERCC-00022	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00024	ERCC-00024	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00025	ERCC-00025	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00028	ERCC-00028	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00031	ERCC-00031	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00033	ERCC-00033	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00034	ERCC-00034	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00035	ERCC-00035	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00039	ERCC-00039	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00040	ERCC-00040	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00041	ERCC-00041	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00042	ERCC-00042	1	100	+	100	0	1	0	0	0	0	0	0	0	0
ERCC-00043	ERCC-00043	1	100	+	100	0	0	2	0	0	2	0	0	0	0
ERCC-00044	ERCC-00044	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00046	ERCC-00046	1	100	+	100	6	1	2	5	0	7	6	3	1	1
ERCC-00048	ERCC-00048	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00051	ERCC-00051	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00053	ERCC-00053	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00054	ERCC-00054	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00057	ERCC-00057	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00058	ERCC-00058	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00059	ERCC-00059	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ERCC-00060	ERCC-00060	1	100	+	100	0	1	3	0	0	1	0	0	1	0
